File Name,Dataset,aid,Date,Count,Minimum,Maximum,Range,Mean,Standard Deviation,Variance,Upper Quartile,Upper 1.5 IQR,Median,Lower 1.5 IQR,Lower Quartile
MCD43A3_061_Albedo_BSA_shortwave_doy2000055_aid0001,Albedo_BSA_shortwave,aid0001,2/24/00,38567,0.056,0.835,"(0.056,0.835)",0.2332019,0.029949,0.0008969,0.247,0.287,0.233,0.18,0.22
MCD43A3_061_Albedo_BSA_shortwave_doy2000056_aid0001,Albedo_BSA_shortwave,aid0001,2/25/00,38562,0.056,0.834,"(0.056,0.834)",0.2331556,0.029954,0.0008972,0.247,0.289,0.233,0.177,0.219
MCD43A3_061_Albedo_BSA_shortwave_doy2000057_aid0001,Albedo_BSA_shortwave,aid0001,2/26/00,39820,0.057,0.836,"(0.057,0.836)",0.2337341,0.0357643,0.0012791,0.247,0.289,0.233,0.177,0.219
MCD43A3_061_Albedo_BSA_shortwave_doy2000058_aid0001,Albedo_BSA_shortwave,aid0001,2/27/00,40379,0.06,0.836,"(0.06,0.836)",0.2341797,0.0360436,0.0012991,0.247,0.289,0.233,0.177,0.219
MCD43A3_061_Albedo_BSA_shortwave_doy2000059_aid0001,Albedo_BSA_shortwave,aid0001,2/28/00,40691,0.06,0.835,"(0.06,0.835)",0.2345915,0.0371382,0.0013792,0.247,0.289,0.233,0.177,0.219
MCD43A3_061_Albedo_BSA_shortwave_doy2000060_aid0001,Albedo_BSA_shortwave,aid0001,2/29/00,40435,0.06,0.835,"(0.06,0.835)",0.2348342,0.0386297,0.0014923,0.248,0.291,0.233,0.176,0.219
MCD43A3_061_Albedo_BSA_shortwave_doy2000061_aid0001,Albedo_BSA_shortwave,aid0001,3/1/00,38525,0.06,0.822,"(0.06,0.822)",0.2350483,0.0404551,0.0016366,0.248,0.291,0.233,0.176,0.219
MCD43A3_061_Albedo_BSA_shortwave_doy2000062_aid0001,Albedo_BSA_shortwave,aid0001,3/2/00,35643,0.061,0.822,"(0.061,0.822)",0.2355431,0.0458021,0.0020978,0.248,0.291,0.233,0.176,0.219
MCD43A3_061_Albedo_BSA_shortwave_doy2000063_aid0001,Albedo_BSA_shortwave,aid0001,3/3/00,37865,0.061,0.822,"(0.061,0.822)",0.2355999,0.0443278,0.001965,0.248,0.291,0.233,0.176,0.219
MCD43A3_061_Albedo_BSA_shortwave_doy2000064_aid0001,Albedo_BSA_shortwave,aid0001,3/4/00,40109,0.06,0.822,"(0.06,0.822)",0.2352252,0.0432686,0.0018722,0.247,0.289,0.233,0.177,0.219
MCD43A3_061_Albedo_BSA_shortwave_doy2000065_aid0001,Albedo_BSA_shortwave,aid0001,3/5/00,40474,0.066,0.805,"(0.066,0.805)",0.2348729,0.0404029,0.0016324,0.248,0.293,0.233,0.173,0.218
MCD43A3_061_Albedo_BSA_shortwave_doy2000066_aid0001,Albedo_BSA_shortwave,aid0001,3/6/00,38503,0.066,0.756,"(0.066,0.756)",0.2337943,0.0345907,0.0011965,0.249,0.297,0.233,0.169,0.217
MCD43A3_061_Albedo_BSA_shortwave_doy2000067_aid0001,Albedo_BSA_shortwave,aid0001,3/7/00,37495,0.066,0.754,"(0.066,0.754)",0.2341934,0.0360234,0.0012977,0.249,0.298,0.233,0.167,0.216
MCD43A3_061_Albedo_BSA_shortwave_doy2000068_aid0001,Albedo_BSA_shortwave,aid0001,3/8/00,37452,0.056,0.831,"(0.056,0.831)",0.2349279,0.0457075,0.0020892,0.25,0.302,0.232,0.163,0.215
MCD43A3_061_Albedo_BSA_shortwave_doy2000069_aid0001,Albedo_BSA_shortwave,aid0001,3/9/00,36738,0.056,0.84,"(0.056,0.84)",0.2353992,0.0514498,0.0026471,0.25,0.302,0.232,0.163,0.215
MCD43A3_061_Albedo_BSA_shortwave_doy2000070_aid0001,Albedo_BSA_shortwave,aid0001,3/10/00,39364,0.065,0.847,"(0.065,0.847)",0.238227,0.0672747,0.0045259,0.248,0.299,0.231,0.163,0.214
MCD43A3_061_Albedo_BSA_shortwave_doy2000071_aid0001,Albedo_BSA_shortwave,aid0001,3/11/00,39612,0.055,0.847,"(0.055,0.847)",0.2372389,0.0662537,0.0043896,0.248,0.299,0.23,0.163,0.214
MCD43A3_061_Albedo_BSA_shortwave_doy2000072_aid0001,Albedo_BSA_shortwave,aid0001,3/12/00,39629,0.055,0.846,"(0.055,0.846)",0.2371789,0.0661869,0.0043807,0.248,0.299,0.23,0.163,0.214
MCD43A3_061_Albedo_BSA_shortwave_doy2000073_aid0001,Albedo_BSA_shortwave,aid0001,3/13/00,38348,0.051,0.846,"(0.051,0.846)",0.2355217,0.0648657,0.0042076,0.247,0.298,0.229,0.162,0.213
MCD43A3_061_Albedo_BSA_shortwave_doy2000074_aid0001,Albedo_BSA_shortwave,aid0001,3/14/00,35868,0.048,0.846,"(0.048,0.846)",0.2353428,0.0664401,0.0044143,0.248,0.303,0.229,0.156,0.211
MCD43A3_061_Albedo_BSA_shortwave_doy2000075_aid0001,Albedo_BSA_shortwave,aid0001,3/15/00,36767,0.035,0.845,"(0.035,0.845)",0.2328632,0.065283,0.0042619,0.245,0.297,0.227,0.158,0.21
MCD43A3_061_Albedo_BSA_shortwave_doy2000076_aid0001,Albedo_BSA_shortwave,aid0001,3/16/00,34826,0.035,0.844,"(0.035,0.844)",0.2347056,0.06564,0.0043086,0.246,0.298,0.228,0.159,0.211
MCD43A3_061_Albedo_BSA_shortwave_doy2000077_aid0001,Albedo_BSA_shortwave,aid0001,3/17/00,33796,0.034,0.842,"(0.034,0.842)",0.2353941,0.0654976,0.0042899,0.247,0.299,0.229,0.16,0.212
MCD43A3_061_Albedo_BSA_shortwave_doy2000078_aid0001,Albedo_BSA_shortwave,aid0001,3/18/00,34234,0.031,0.842,"(0.031,0.842)",0.2354228,0.0656163,0.0043055,0.247,0.299,0.229,0.16,0.212
MCD43A3_061_Albedo_BSA_shortwave_doy2000079_aid0001,Albedo_BSA_shortwave,aid0001,3/19/00,38661,0.031,0.84,"(0.031,0.84)",0.2424263,0.0748156,0.0055974,0.25,0.301,0.232,0.165,0.216
MCD43A3_061_Albedo_BSA_shortwave_doy2000080_aid0001,Albedo_BSA_shortwave,aid0001,3/20/00,41748,0.022,0.847,"(0.022,0.847)",0.2485798,0.091993,0.0084627,0.25,0.301,0.232,0.165,0.216
MCD43A3_061_Albedo_BSA_shortwave_doy2000081_aid0001,Albedo_BSA_shortwave,aid0001,3/21/00,43414,0.022,0.846,"(0.022,0.846)",0.2509999,0.0933375,0.0087119,0.25,0.299,0.232,0.168,0.217
MCD43A3_061_Albedo_BSA_shortwave_doy2000082_aid0001,Albedo_BSA_shortwave,aid0001,3/22/00,43685,0.015,0.842,"(0.015,0.842)",0.25054,0.0929069,0.0086317,0.25,0.299,0.232,0.168,0.217
MCD43A3_061_Albedo_BSA_shortwave_doy2000083_aid0001,Albedo_BSA_shortwave,aid0001,3/23/00,43971,0.015,0.842,"(0.015,0.842)",0.2506988,0.0924615,0.0085491,0.25,0.299,0.233,0.168,0.217
MCD43A3_061_Albedo_BSA_shortwave_doy2000084_aid0001,Albedo_BSA_shortwave,aid0001,3/24/00,44703,0.015,0.836,"(0.015,0.836)",0.2483682,0.090505,0.0081912,0.25,0.301,0.232,0.165,0.216
MCD43A3_061_Albedo_BSA_shortwave_doy2000085_aid0001,Albedo_BSA_shortwave,aid0001,3/25/00,44974,0.015,0.836,"(0.015,0.836)",0.2476026,0.0899608,0.0080929,0.249,0.3,0.231,0.164,0.215
MCD43A3_061_Albedo_BSA_shortwave_doy2000086_aid0001,Albedo_BSA_shortwave,aid0001,3/26/00,44799,0.015,0.836,"(0.015,0.836)",0.2477251,0.0899184,0.0080853,0.249,0.298,0.231,0.167,0.216
MCD43A3_061_Albedo_BSA_shortwave_doy2000087_aid0001,Albedo_BSA_shortwave,aid0001,3/27/00,44788,0.015,0.836,"(0.015,0.836)",0.2471994,0.0896646,0.0080397,0.249,0.3,0.231,0.164,0.215
MCD43A3_061_Albedo_BSA_shortwave_doy2000088_aid0001,Albedo_BSA_shortwave,aid0001,3/28/00,44699,0.015,0.835,"(0.015,0.835)",0.2440698,0.0806251,0.0065004,0.248,0.297,0.231,0.166,0.215
MCD43A3_061_Albedo_BSA_shortwave_doy2000089_aid0001,Albedo_BSA_shortwave,aid0001,3/29/00,44600,0.015,0.833,"(0.015,0.833)",0.2433004,0.0811011,0.0065774,0.248,0.299,0.23,0.163,0.214
MCD43A3_061_Albedo_BSA_shortwave_doy2000090_aid0001,Albedo_BSA_shortwave,aid0001,3/30/00,44786,0.015,0.832,"(0.015,0.832)",0.2457996,0.0888671,0.0078974,0.248,0.299,0.23,0.163,0.214
MCD43A3_061_Albedo_BSA_shortwave_doy2000091_aid0001,Albedo_BSA_shortwave,aid0001,3/31/00,44886,0.015,0.83,"(0.015,0.83)",0.2459413,0.0894497,0.0080012,0.248,0.3,0.23,0.161,0.213
MCD43A3_061_Albedo_BSA_shortwave_doy2000092_aid0001,Albedo_BSA_shortwave,aid0001,4/1/00,44816,0.015,0.828,"(0.015,0.828)",0.2436499,0.0899863,0.0080975,0.246,0.298,0.228,0.159,0.211
MCD43A3_061_Albedo_BSA_shortwave_doy2000093_aid0001,Albedo_BSA_shortwave,aid0001,4/2/00,44653,0.013,0.827,"(0.013,0.827)",0.2434002,0.0901031,0.0081186,0.246,0.3,0.227,0.156,0.21
MCD43A3_061_Albedo_BSA_shortwave_doy2000094_aid0001,Albedo_BSA_shortwave,aid0001,4/3/00,44285,0.013,0.826,"(0.013,0.826)",0.243794,0.0903224,0.0081581,0.246,0.298,0.228,0.159,0.211
MCD43A3_061_Albedo_BSA_shortwave_doy2000095_aid0001,Albedo_BSA_shortwave,aid0001,4/4/00,43964,0.013,0.83,"(0.013,0.83)",0.2426137,0.0905825,0.0082052,0.245,0.299,0.227,0.155,0.209
MCD43A3_061_Albedo_BSA_shortwave_doy2000096_aid0001,Albedo_BSA_shortwave,aid0001,4/5/00,43047,0.019,0.825,"(0.019,0.825)",0.2406334,0.0788398,0.0062157,0.248,0.305,0.228,0.153,0.21
MCD43A3_061_Albedo_BSA_shortwave_doy2000097_aid0001,Albedo_BSA_shortwave,aid0001,4/6/00,42765,0.029,0.818,"(0.029,0.818)",0.2422096,0.0769354,0.0059191,0.25,0.305,0.231,0.158,0.213
MCD43A3_061_Albedo_BSA_shortwave_doy2000098_aid0001,Albedo_BSA_shortwave,aid0001,4/7/00,43775,0.035,0.83,"(0.035,0.83)",0.2435916,0.0844207,0.0071269,0.25,0.308,0.23,0.153,0.211
MCD43A3_061_Albedo_BSA_shortwave_doy2000099_aid0001,Albedo_BSA_shortwave,aid0001,4/8/00,44124,0.036,0.83,"(0.036,0.83)",0.243987,0.084295,0.0071056,0.25,0.307,0.23,0.155,0.212
MCD43A3_061_Albedo_BSA_shortwave_doy2000100_aid0001,Albedo_BSA_shortwave,aid0001,4/9/00,42482,0.036,0.818,"(0.036,0.818)",0.2445062,0.0781772,0.0061117,0.252,0.309,0.232,0.157,0.214
MCD43A3_061_Albedo_BSA_shortwave_doy2000101_aid0001,Albedo_BSA_shortwave,aid0001,4/10/00,42530,0.036,0.819,"(0.036,0.819)",0.2478495,0.0821219,0.006744,0.253,0.308,0.233,0.161,0.216
MCD43A3_061_Albedo_BSA_shortwave_doy2000102_aid0001,Albedo_BSA_shortwave,aid0001,4/11/00,42732,0.036,0.819,"(0.036,0.819)",0.2480512,0.0815127,0.0066443,0.253,0.307,0.234,0.163,0.217
MCD43A3_061_Albedo_BSA_shortwave_doy2000103_aid0001,Albedo_BSA_shortwave,aid0001,4/12/00,43171,0.049,0.82,"(0.049,0.82)",0.2467397,0.0789007,0.0062253,0.252,0.304,0.233,0.165,0.217
MCD43A3_061_Albedo_BSA_shortwave_doy2000104_aid0001,Albedo_BSA_shortwave,aid0001,4/13/00,43642,0.049,0.809,"(0.049,0.809)",0.24514,0.0728065,0.0053008,0.251,0.302,0.233,0.166,0.217
MCD43A3_061_Albedo_BSA_shortwave_doy2000105_aid0001,Albedo_BSA_shortwave,aid0001,4/14/00,43899,0.048,0.809,"(0.048,0.809)",0.2440829,0.073015,0.0053312,0.25,0.301,0.232,0.165,0.216
MCD43A3_061_Albedo_BSA_shortwave_doy2000106_aid0001,Albedo_BSA_shortwave,aid0001,4/15/00,44169,0.048,0.809,"(0.048,0.809)",0.2437145,0.0729088,0.0053157,0.248,0.296,0.232,0.168,0.216
MCD43A3_061_Albedo_BSA_shortwave_doy2000107_aid0001,Albedo_BSA_shortwave,aid0001,4/16/00,43975,0.029,0.813,"(0.029,0.813)",0.2444792,0.0734034,0.0053881,0.249,0.298,0.232,0.167,0.216
MCD43A3_061_Albedo_BSA_shortwave_doy2000108_aid0001,Albedo_BSA_shortwave,aid0001,4/17/00,44042,0.029,0.813,"(0.029,0.813)",0.2444795,0.0736542,0.0054249,0.249,0.298,0.232,0.167,0.216
MCD43A3_061_Albedo_BSA_shortwave_doy2000109_aid0001,Albedo_BSA_shortwave,aid0001,4/18/00,44093,0.029,0.813,"(0.029,0.813)",0.2444561,0.0741861,0.0055036,0.249,0.298,0.232,0.167,0.216
MCD43A3_061_Albedo_BSA_shortwave_doy2000110_aid0001,Albedo_BSA_shortwave,aid0001,4/19/00,44066,0.029,0.813,"(0.029,0.813)",0.242625,0.0739134,0.0054632,0.247,0.295,0.231,0.167,0.215
MCD43A3_061_Albedo_BSA_shortwave_doy2000111_aid0001,Albedo_BSA_shortwave,aid0001,4/20/00,43940,0.029,0.813,"(0.029,0.813)",0.2402809,0.0714091,0.0050993,0.245,0.291,0.229,0.168,0.214
MCD43A3_061_Albedo_BSA_shortwave_doy2000112_aid0001,Albedo_BSA_shortwave,aid0001,4/21/00,43340,0.029,0.814,"(0.029,0.814)",0.2372985,0.0711197,0.005058,0.242,0.287,0.227,0.167,0.212
MCD43A3_061_Albedo_BSA_shortwave_doy2000113_aid0001,Albedo_BSA_shortwave,aid0001,4/22/00,42843,0.029,0.814,"(0.029,0.814)",0.2358171,0.0663094,0.0043969,0.242,0.288,0.226,0.165,0.211
MCD43A3_061_Albedo_BSA_shortwave_doy2000114_aid0001,Albedo_BSA_shortwave,aid0001,4/23/00,40769,0.067,0.807,"(0.067,0.807)",0.2355115,0.0553563,0.0030643,0.243,0.289,0.227,0.166,0.212
MCD43A3_061_Albedo_BSA_shortwave_doy2000115_aid0001,Albedo_BSA_shortwave,aid0001,4/24/00,39274,0.067,0.806,"(0.067,0.806)",0.2359717,0.0562173,0.0031604,0.243,0.289,0.228,0.166,0.212
MCD43A3_061_Albedo_BSA_shortwave_doy2000116_aid0001,Albedo_BSA_shortwave,aid0001,4/25/00,41327,0.039,0.807,"(0.039,0.807)",0.2350041,0.0627906,0.0039427,0.242,0.29,0.226,0.162,0.21
MCD43A3_061_Albedo_BSA_shortwave_doy2000117_aid0001,Albedo_BSA_shortwave,aid0001,4/26/00,41353,0.038,0.807,"(0.038,0.807)",0.2321932,0.061839,0.0038241,0.24,0.288,0.224,0.16,0.208
MCD43A3_061_Albedo_BSA_shortwave_doy2000118_aid0001,Albedo_BSA_shortwave,aid0001,4/27/00,42657,0.031,0.809,"(0.031,0.809)",0.2327618,0.0759106,0.0057624,0.238,0.287,0.221,0.156,0.205
MCD43A3_061_Albedo_BSA_shortwave_doy2000119_aid0001,Albedo_BSA_shortwave,aid0001,4/28/00,42417,0.023,0.809,"(0.023,0.809)",0.2319844,0.0778646,0.0060629,0.238,0.29,0.22,0.151,0.203
MCD43A3_061_Albedo_BSA_shortwave_doy2000120_aid0001,Albedo_BSA_shortwave,aid0001,4/29/00,42537,0.023,0.809,"(0.023,0.809)",0.2311857,0.0788666,0.0062199,0.237,0.289,0.219,0.15,0.202
MCD43A3_061_Albedo_BSA_shortwave_doy2000121_aid0001,Albedo_BSA_shortwave,aid0001,4/30/00,41062,0.023,0.817,"(0.023,0.817)",0.2292429,0.0752531,0.005663,0.237,0.289,0.219,0.15,0.202
MCD43A3_061_Albedo_BSA_shortwave_doy2000122_aid0001,Albedo_BSA_shortwave,aid0001,5/1/00,41807,0.023,0.816,"(0.023,0.816)",0.228402,0.0754325,0.0056901,0.235,0.286,0.218,0.15,0.201
MCD43A3_061_Albedo_BSA_shortwave_doy2000123_aid0001,Albedo_BSA_shortwave,aid0001,5/2/00,42477,0.023,0.8,"(0.023,0.8)",0.2284381,0.0775737,0.0060177,0.235,0.286,0.218,0.15,0.201
MCD43A3_061_Albedo_BSA_shortwave_doy2000124_aid0001,Albedo_BSA_shortwave,aid0001,5/3/00,43022,0.023,0.807,"(0.023,0.807)",0.2283525,0.0801427,0.0064229,0.235,0.287,0.218,0.148,0.2
MCD43A3_061_Albedo_BSA_shortwave_doy2000125_aid0001,Albedo_BSA_shortwave,aid0001,5/4/00,44319,0.013,0.798,"(0.013,0.798)",0.2304513,0.0917341,0.0084151,0.234,0.286,0.217,0.147,0.199
MCD43A3_061_Albedo_BSA_shortwave_doy2000126_aid0001,Albedo_BSA_shortwave,aid0001,5/5/00,44180,0.013,0.799,"(0.013,0.799)",0.229384,0.0909617,0.008274,0.234,0.288,0.216,0.144,0.198
MCD43A3_061_Albedo_BSA_shortwave_doy2000127_aid0001,Albedo_BSA_shortwave,aid0001,5/6/00,44578,0.013,0.799,"(0.013,0.799)",0.2292254,0.0888542,0.0078951,0.234,0.288,0.216,0.144,0.198
MCD43A3_061_Albedo_BSA_shortwave_doy2000128_aid0001,Albedo_BSA_shortwave,aid0001,5/7/00,44644,0.013,0.799,"(0.013,0.799)",0.228849,0.0887012,0.0078679,0.234,0.288,0.216,0.144,0.198
MCD43A3_061_Albedo_BSA_shortwave_doy2000129_aid0001,Albedo_BSA_shortwave,aid0001,5/8/00,44739,0.013,0.8,"(0.013,0.8)",0.2287895,0.0895976,0.0080277,0.233,0.285,0.216,0.146,0.198
MCD43A3_061_Albedo_BSA_shortwave_doy2000130_aid0001,Albedo_BSA_shortwave,aid0001,5/9/00,44808,0.008,0.8,"(0.008,0.8)",0.2248505,0.0818167,0.006694,0.233,0.285,0.216,0.146,0.198
MCD43A3_061_Albedo_BSA_shortwave_doy2000131_aid0001,Albedo_BSA_shortwave,aid0001,5/10/00,45360,0.008,0.8,"(0.008,0.8)",0.2306162,0.0920696,0.0084768,0.236,0.29,0.218,0.146,0.2
MCD43A3_061_Albedo_BSA_shortwave_doy2000132_aid0001,Albedo_BSA_shortwave,aid0001,5/11/00,45440,0.008,0.803,"(0.008,0.803)",0.2297318,0.0932138,0.0086888,0.235,0.287,0.218,0.148,0.2
MCD43A3_061_Albedo_BSA_shortwave_doy2000133_aid0001,Albedo_BSA_shortwave,aid0001,5/12/00,45809,0.006,0.803,"(0.006,0.803)",0.2270136,0.0927626,0.0086049,0.233,0.284,0.217,0.148,0.199
MCD43A3_061_Albedo_BSA_shortwave_doy2000134_aid0001,Albedo_BSA_shortwave,aid0001,5/13/00,45407,0.006,0.815,"(0.006,0.815)",0.2246782,0.0854372,0.0072995,0.233,0.284,0.217,0.148,0.199
MCD43A3_061_Albedo_BSA_shortwave_doy2000135_aid0001,Albedo_BSA_shortwave,aid0001,5/14/00,45039,0.006,0.787,"(0.006,0.787)",0.2202347,0.0753285,0.0056744,0.232,0.283,0.216,0.147,0.198
MCD43A3_061_Albedo_BSA_shortwave_doy2000136_aid0001,Albedo_BSA_shortwave,aid0001,5/15/00,44927,0.006,0.788,"(0.006,0.788)",0.2184447,0.0698362,0.0048771,0.231,0.28,0.216,0.149,0.198
MCD43A3_061_Albedo_BSA_shortwave_doy2000137_aid0001,Albedo_BSA_shortwave,aid0001,5/16/00,45472,0.006,0.798,"(0.006,0.798)",0.2167057,0.0735431,0.0054086,0.229,0.278,0.213,0.147,0.196
MCD43A3_061_Albedo_BSA_shortwave_doy2000138_aid0001,Albedo_BSA_shortwave,aid0001,5/17/00,45018,0.006,0.798,"(0.006,0.798)",0.2161387,0.0718487,0.0051622,0.229,0.28,0.213,0.144,0.195
MCD43A3_061_Albedo_BSA_shortwave_doy2000139_aid0001,Albedo_BSA_shortwave,aid0001,5/18/00,45000,0.006,0.795,"(0.006,0.795)",0.2179174,0.0820775,0.0067367,0.228,0.279,0.212,0.143,0.194
MCD43A3_061_Albedo_BSA_shortwave_doy2000140_aid0001,Albedo_BSA_shortwave,aid0001,5/19/00,44709,0.006,0.795,"(0.006,0.795)",0.2186815,0.0863236,0.0074518,0.228,0.28,0.211,0.141,0.193
MCD43A3_061_Albedo_BSA_shortwave_doy2000141_aid0001,Albedo_BSA_shortwave,aid0001,5/20/00,42650,0.008,0.811,"(0.008,0.811)",0.2154546,0.0760044,0.0057767,0.227,0.281,0.21,0.137,0.191
MCD43A3_061_Albedo_BSA_shortwave_doy2000142_aid0001,Albedo_BSA_shortwave,aid0001,5/21/00,43076,0.008,0.811,"(0.008,0.811)",0.2143475,0.0757917,0.0057444,0.225,0.277,0.209,0.138,0.19
MCD43A3_061_Albedo_BSA_shortwave_doy2000143_aid0001,Albedo_BSA_shortwave,aid0001,5/22/00,42184,0.008,0.811,"(0.008,0.811)",0.2118989,0.0701469,0.0049206,0.224,0.276,0.208,0.137,0.189
MCD43A3_061_Albedo_BSA_shortwave_doy2000144_aid0001,Albedo_BSA_shortwave,aid0001,5/23/00,42456,0.008,0.812,"(0.008,0.812)",0.2107765,0.0696357,0.0048491,0.223,0.274,0.207,0.138,0.189
MCD43A3_061_Albedo_BSA_shortwave_doy2000145_aid0001,Albedo_BSA_shortwave,aid0001,5/24/00,42045,0.008,0.812,"(0.008,0.812)",0.2107983,0.0712788,0.0050807,0.224,0.278,0.206,0.134,0.188
MCD43A3_061_Albedo_BSA_shortwave_doy2000146_aid0001,Albedo_BSA_shortwave,aid0001,5/25/00,41928,0.009,0.811,"(0.009,0.811)",0.2097343,0.0702653,0.0049372,0.221,0.275,0.203,0.131,0.185
MCD43A3_061_Albedo_BSA_shortwave_doy2000147_aid0001,Albedo_BSA_shortwave,aid0001,5/26/00,41151,0.01,0.811,"(0.01,0.811)",0.2043643,0.0655905,0.0043021,0.217,0.269,0.2,0.13,0.182
MCD43A3_061_Albedo_BSA_shortwave_doy2000148_aid0001,Albedo_BSA_shortwave,aid0001,5/27/00,41088,0.01,0.792,"(0.01,0.792)",0.2005299,0.0464666,0.0021591,0.217,0.269,0.2,0.13,0.182
MCD43A3_061_Albedo_BSA_shortwave_doy2000149_aid0001,Albedo_BSA_shortwave,aid0001,5/28/00,39781,0.015,0.747,"(0.015,0.747)",0.1995601,0.0427839,0.0018305,0.217,0.271,0.199,0.127,0.181
MCD43A3_061_Albedo_BSA_shortwave_doy2000150_aid0001,Albedo_BSA_shortwave,aid0001,5/29/00,40331,0.015,0.747,"(0.015,0.747)",0.1999163,0.0430744,0.0018554,0.217,0.271,0.2,0.127,0.181
MCD43A3_061_Albedo_BSA_shortwave_doy2000151_aid0001,Albedo_BSA_shortwave,aid0001,5/30/00,39667,0.015,0.747,"(0.015,0.747)",0.1994748,0.0429395,0.0018438,0.217,0.272,0.199,0.125,0.18
MCD43A3_061_Albedo_BSA_shortwave_doy2000152_aid0001,Albedo_BSA_shortwave,aid0001,5/31/00,39591,0.015,0.746,"(0.015,0.746)",0.1995315,0.0431611,0.0018629,0.217,0.272,0.199,0.125,0.18
MCD43A3_061_Albedo_BSA_shortwave_doy2000153_aid0001,Albedo_BSA_shortwave,aid0001,6/1/00,34840,0.017,0.674,"(0.017,0.674)",0.1989718,0.0414359,0.0017169,0.218,0.278,0.198,0.118,0.178
MCD43A3_061_Albedo_BSA_shortwave_doy2000154_aid0001,Albedo_BSA_shortwave,aid0001,6/2/00,34844,0.017,0.7,"(0.017,0.7)",0.1989644,0.0414043,0.0017143,0.218,0.278,0.199,0.118,0.178
MCD43A3_061_Albedo_BSA_shortwave_doy2000155_aid0001,Albedo_BSA_shortwave,aid0001,6/3/00,36224,0.012,0.698,"(0.012,0.698)",0.1958614,0.0410845,0.0016879,0.215,0.275,0.195,0.115,0.175
MCD43A3_061_Albedo_BSA_shortwave_doy2000156_aid0001,Albedo_BSA_shortwave,aid0001,6/4/00,37580,0.012,0.673,"(0.012,0.673)",0.1943125,0.0413995,0.0017139,0.214,0.274,0.194,0.114,0.174
MCD43A3_061_Albedo_BSA_shortwave_doy2000157_aid0001,Albedo_BSA_shortwave,aid0001,6/5/00,37842,0.012,0.665,"(0.012,0.665)",0.1950733,0.0388657,0.0015105,0.215,0.273,0.196,0.118,0.176
MCD43A3_061_Albedo_BSA_shortwave_doy2000158_aid0001,Albedo_BSA_shortwave,aid0001,6/6/00,41399,0.009,0.652,"(0.009,0.652)",0.1938565,0.0405638,0.0016454,0.214,0.269,0.196,0.122,0.177
MCD43A3_061_Albedo_BSA_shortwave_doy2000159_aid0001,Albedo_BSA_shortwave,aid0001,6/7/00,43812,0.01,0.724,"(0.01,0.724)",0.1939127,0.0490293,0.0024039,0.213,0.265,0.196,0.126,0.178
MCD43A3_061_Albedo_BSA_shortwave_doy2000160_aid0001,Albedo_BSA_shortwave,aid0001,6/8/00,43234,0.009,0.724,"(0.009,0.724)",0.1932242,0.0482644,0.0023295,0.212,0.264,0.195,0.125,0.177
MCD43A3_061_Albedo_BSA_shortwave_doy2000161_aid0001,Albedo_BSA_shortwave,aid0001,6/9/00,43654,0.011,0.724,"(0.011,0.724)",0.1940343,0.0493936,0.0024397,0.212,0.263,0.196,0.127,0.178
MCD43A3_061_Albedo_BSA_shortwave_doy2000162_aid0001,Albedo_BSA_shortwave,aid0001,6/10/00,44650,0.009,0.724,"(0.009,0.724)",0.1953603,0.051668,0.0026696,0.215,0.266,0.199,0.13,0.181
MCD43A3_061_Albedo_BSA_shortwave_doy2000163_aid0001,Albedo_BSA_shortwave,aid0001,6/11/00,44822,0.008,0.724,"(0.008,0.724)",0.1965059,0.0526874,0.002776,0.217,0.268,0.201,0.132,0.183
MCD43A3_061_Albedo_BSA_shortwave_doy2000164_aid0001,Albedo_BSA_shortwave,aid0001,6/12/00,44647,0.008,0.724,"(0.008,0.724)",0.1977387,0.0508506,0.0025858,0.217,0.266,0.202,0.135,0.184
MCD43A3_061_Albedo_BSA_shortwave_doy2000165_aid0001,Albedo_BSA_shortwave,aid0001,6/13/00,44589,0.008,0.724,"(0.008,0.724)",0.1977529,0.0507446,0.002575,0.217,0.266,0.202,0.135,0.184
MCD43A3_061_Albedo_BSA_shortwave_doy2000166_aid0001,Albedo_BSA_shortwave,aid0001,6/14/00,44457,0.008,0.723,"(0.008,0.723)",0.1976075,0.0508622,0.002587,0.217,0.266,0.202,0.135,0.184
MCD43A3_061_Albedo_BSA_shortwave_doy2000167_aid0001,Albedo_BSA_shortwave,aid0001,6/15/00,44770,0.011,0.723,"(0.011,0.723)",0.1963853,0.0515743,0.0026599,0.216,0.265,0.201,0.134,0.183
MCD43A3_061_Albedo_BSA_shortwave_doy2000168_aid0001,Albedo_BSA_shortwave,aid0001,6/16/00,44988,0.011,0.723,"(0.011,0.723)",0.1962829,0.0518763,0.0026911,0.216,0.265,0.201,0.134,0.183
MCD43A3_061_Albedo_BSA_shortwave_doy2000169_aid0001,Albedo_BSA_shortwave,aid0001,6/17/00,44982,0.011,0.723,"(0.011,0.723)",0.1968751,0.0514519,0.0026473,0.217,0.266,0.202,0.135,0.184
MCD43A3_061_Albedo_BSA_shortwave_doy2000170_aid0001,Albedo_BSA_shortwave,aid0001,6/18/00,45256,0.011,0.741,"(0.011,0.741)",0.1983143,0.0578107,0.0033421,0.217,0.266,0.202,0.135,0.184
MCD43A3_061_Albedo_BSA_shortwave_doy2000171_aid0001,Albedo_BSA_shortwave,aid0001,6/19/00,45453,0.009,0.741,"(0.009,0.741)",0.1983679,0.0588682,0.0034655,0.218,0.269,0.202,0.133,0.184
